word_1,def_1-1,qual_1-1_start,qual_1-1_end,def_1-2,qual_1-2_start,qual_1-2_end,def_1-3,qual_1-3_start,qual_1-3_end,def_1-4,qual_1-4_start,qual_1-4_end,def_1-5,qual_1-5_start,qual_1-5_end,def_1-6,qual_1-6_start,qual_1-6_end,def_1-7,qual_1-7_start,qual_1-7_end,word_2,def_2-1,qual_2-1_start,qual_2-1_end,def_2-2,qual_2-2_start,qual_2-2_end,def_2-3,qual_2-3_start,qual_2-3_end,def_2-4,qual_2-4_start,qual_2-4_end,def_2-5,qual_2-5_start,qual_2-5_end,def_2-6,qual_2-6_start,qual_2-6_end,def_2-7,qual_2-7_start,qual_2-7_end,relationship
lobes,"(anatomy) a somewhat rounded subdivision of a bodily organ or part",,,"(botany) a part into which a leaf is divided",,,"the enhanced response of an antenna in a given direction as indicated by a loop in its radiation pattern",,,"a rounded projection that is part of a larger structure",,,"propel in a high arc",,,,<!--,-->,,<!--,-->,lobe,"(anatomy) a somewhat rounded subdivision of a bodily organ or part",,,"(botany) a part into which a leaf is divided",,,"the enhanced response of an antenna in a given direction as indicated by a loop in its radiation pattern",,,"a rounded projection that is part of a larger structure",,,,<!--,-->,,<!--,-->,,<!--,-->,FormOf
sire,"a title of address formerly used for a man of rank and authority",,,"the founder of a family",,,"male parent of an animal especially a domestic animal such as a horse",,,"make children",,,,<!--,-->,,<!--,-->,,<!--,-->,stud,"a man who is virile and sexually active",,,"ornament consisting of a circular rounded protuberance (as on a vault or shield or belt)",,,"an upright in house framing",,,"adult male horse kept for breeding",,,"poker in which each player receives hole cards and the remainder are dealt face up; bets are placed after each card is dealt",,,"scatter or intersperse like dots or studs",,,"provide with or construct with studs",,,RelatedTo
sheathing,"protective covering consisting, for example, of a layer of boards applied to the studs and joists of a building to strengthen it and serve as a foundation for a weatherproof exterior",,,"cover with a protective sheathing",,,"enclose with a sheath",,,"plunge or bury (a knife or sword) in flesh",,,,<!--,-->,,<!--,-->,,<!--,-->,surrounds,"the area in which something exists or lives",,,"extend on all sides of simultaneously; encircle",,,"envelop completely",,,"surround so as to force to give up",,,"surround with a wall in order to fortify",,,,<!--,-->,,<!--,-->,RelatedTo
liberate,"give equal rights to; of women and minorities",,,"grant freedom to; free from confinement",,,"grant freedom to",,,"release (gas or energy) as a result of a chemical reaction or physical decomposition",,,,<!--,-->,,<!--,-->,,<!--,-->,liberation,"the act of liberating someone or something",,,"the attempt to achieve equal rights or status",,,"the termination of someone's employment (leaving them free to depart)",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
gulf,"an arm of a sea or ocean partly enclosed by land; larger than a bay",,,"an unbridgeable disparity (as from a failure of understanding)",,,"a deep wide chasm",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,mining,"the act of extracting ores or coal etc from the earth",,,"laying explosive mines in concealed places to destroy enemy personnel and equipment",,,"get from the earth by excavation",,,"lay mines",,,,<!--,-->,,<!--,-->,,<!--,-->,HasContext
altos,"a singer whose voice lies in the alto clef",,,"the lowest female singing voice",,,"the highest adult male singing voice",,,"(of a musical instrument) the second highest instrument in a family of musical instruments",,,"the pitch range of the lowest female voice",,,,<!--,-->,,<!--,-->,product,"commodities offered for sale",,,"an artifact that has been created by someone or some process",,,"a quantity obtained by multiplication",,,"a chemical substance formed as a result of a chemical reaction",,,"a consequence of someone's efforts or of a particular set of circumstances",,,"the set of elements common to two or more sets",,,,<!--,-->,IsA
elaboration,"addition of extra material or illustration or clarifying detail",,,"the result of improving something",,,"a discussion that provides additional information",,,"marked by elaborately complex detail",,,"developing in intricate and painstaking detail",,,,<!--,-->,,<!--,-->,highly,"to a high degree or extent; favorably or with much respect",,,"at a high rate or wage",,,"in a high position or level or rank",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
please,"give pleasure to or be pleasing to",,,"be the will of or have the will (to)",,,"give satisfaction",,,"used in polite request",,,,<!--,-->,,<!--,-->,,<!--,-->,requests,"a formal message requesting something that is submitted to an authority",,,"the verbal act of requesting",,,"express the need or desire for; ask for",,,"ask (a person) to do something",,,"inquire for (information)",,,,<!--,-->,,<!--,-->,RelatedTo
emitting,"expel (gases or odors)",,,"give off, send forth, or discharge; as of light, heat, or radiation, vapor, etc.",,,"express audibly; utter sounds (not necessarily words)",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,issuing,"the act of providing an item for general use or for official purposes (usually in quantity)",,,"prepare and issue for public distribution or sale",,,"circulate or distribute or equip with",,,"bring out an official document (such as a warrant)",,,"come out of",,,"make out and issue",,,,<!--,-->,IsA
individual,"a human being",,,"a single organism",,,"being or characteristic of a single thing or person",,,"separate and distinct from others of the same kind",,,"characteristic of or meant for a single person or thing",,,"concerning one person exclusively",,,,<!--,-->,personal,"a short newspaper article about a particular person or group",,,"concerning or affecting a particular person or his or her private life and personality",,,"particular to a given individual",,,"of or arising from personality",,,"intimately concerning a person's body or physical being",,,"indicating grammatical person",,,,<!--,-->,SimilarTo
binge,"any act of immoderate indulgence",,,"an occasion for excessive eating or drinking",,,"overeat or eat immodestly; make a pig of oneself",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,bender,"a tool for bending",,,"revelry in drinking; a merry drinking party",,,"a pitch of a baseball that is thrown with spin so that its path curves as it approaches the batter",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,Synonym
candied,"coat with something sweet, such as a hard sugar glaze",,,"encrusted with sugar or syrup",,,"(used especially of fruits) preserved by coating with or allowing to absorb sugar",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,encrusted,"cover or coat with a crust",,,"decorate or cover lavishly (as with gems)",,,"form a crust or a hard layer",,,"having a hardened crust as a covering",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
whirligig,"a conical child's plaything tapering to a steel point on which it can be made to spin",,,"a large, rotating machine with seats for children to ride or amusement",,,"whirl or spin like a whirligig",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,pinwheel,"perennial subshrub of Tenerife having leaves in rosettes resembling pinwheels",,,"a wheel that has numerous pins that are set at right angles to its rim",,,"a toy consisting of vanes of colored paper or plastic that is pinned to a stick and spins when it is pointed into the wind",,,"a circular firework that spins round and round emitting colored fire",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
precious,"characterized by feeling or showing fond affection for",,,"of high worth or cost",,,"held in great esteem for admirable qualities especially of an intrinsic nature",,,"obviously contrived to charm",,,"extremely",,,,<!--,-->,,<!--,-->,loved,"have a great affection or liking for",,,"get pleasure from",,,"be enamored or in love with",,,"have sexual intercourse with",,,"held dear",,,,<!--,-->,,<!--,-->,RelatedTo
handicapping,"injure permanently",,,"attempt to forecast the winner (especially in a horse race) and assign odds for or against a contestant",,,"put at a disadvantage",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,handicap,"the condition of being unable to perform as a consequence of physical or mental unfitness",,,"advantage given to a competitor to equalize chances of winning",,,"something immaterial that interferes with or delays action or progress",,,"injure permanently",,,"attempt to forecast the winner (especially in a horse race) and assign odds for or against a contestant",,,"put at a disadvantage",,,,<!--,-->,FormOf
mine,"excavation in the earth from which ores and minerals are extracted",,,"explosive device that explodes on contact; designed to destroy vehicles or ships or to kill or maim personnel",,,"get from the earth by excavation",,,"lay mines",,,,<!--,-->,,<!--,-->,,<!--,-->,cavity,"a sizeable hole (usually in the ground)",,,"space that is surrounded by something",,,"soft decayed area in a tooth; progressive decay can lead to the death of a tooth",,,"(anatomy) a natural hollow or sinus within the body",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
sensitivity,"(physiology) responsiveness to external stimuli; the faculty of sensation",,,"the ability to respond to physical stimuli or to register small physical amounts or differences",,,"sensitivity to emotional feelings (of self and others)",,,"susceptibility to a pathogen",,,"the ability to respond to affective changes in your interpersonal environment",,,,<!--,-->,,<!--,-->,input,"signal going into an electronic system",,,"a statement that expresses a personal opinion or belief or adds information",,,"any stimulating information or event; acts to arouse action",,,"a component of production; something that goes into the production of output",,,"enter (data or a program) into a computer",,,,<!--,-->,,<!--,-->,RelatedTo
squint,"abnormal alignment of one or both eyes",,,"the act of squinting; looking with the eyes partly closed",,,"cross one's eyes as if in strabismus",,,"be cross-eyed; have a squint or strabismus",,,"partly close one's eyes, as when hit by direct blinding light",,,"(used especially of glances) directed to one side with or as if with doubt or suspicion or envy; - Elizabeth Bowen",,,,<!--,-->,narrowed,"make or become more narrow or restricted",,,"define clearly",,,"become more focus on an area of activity or field of study",,,"become tight or as if tight",,,"reduced in size as by squeezing together",,,"made narrow; limited in breadth",,,,<!--,-->,RelatedTo
unstable,"lacking stability or fixity or firmness",,,"highly or violently reactive",,,"affording no ease or reassurance",,,"suffering from severe mental illness",,,"disposed to psychological variability",,,"subject to change; variable",,,,<!--,-->,tottering,"move without being stable, as if threatening to fall",,,"walk unsteadily",,,"move unsteadily, with a rocking motion",,,"unsteady in gait as from infirmity or old age",,,"(of structures or institutions) having lost stability; failing or on the point of collapse",,,,<!--,-->,,<!--,-->,SimilarTo
snail,"freshwater or marine or terrestrial gastropod mollusk usually having an external enclosing spiral shell",,,"edible terrestrial snail usually served in the shell with a sauce of melted butter and garlic",,,"gather snails",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,pod,"the vessel that contains the seeds of a plant (not the seeds themselves)",,,"a several-seeded dehiscent fruit as e.g. of a leguminous plant",,,"a group of aquatic mammals",,,"a detachable container of fuel on an airplane",,,"take something out of its shell or pod",,,"produce pods, of plants",,,,<!--,-->,RelatedTo
fence,"a barrier that serves to enclose an area",,,"a dealer in stolen property",,,"enclose with a fence",,,"receive stolen goods",,,"fight with fencing swords",,,"surround with a wall in order to fortify",,,"have an argument about something",,,stockade,"fortification consisting of a fence made of a line of stout posts set firmly for defense",,,"a penal camp where political prisoners or prisoners of war are confined (usually under harsh conditions)",,,"surround with a stockade in order to fortify",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,Synonym
